UPId,FarmId,CultureTypeId,Name,Polygon,MeanLatitude,MeanLongitude,StartDate,EndDate,Area,Address,City,Province,ZipCode,Nation,HortaId,AgromonitorApiPoligonId,CreationDate,LastModifyDate,AoiKey,FirstImport,FirstImportDate,GeopardFieldUuid,FieldRegistrationStatus,IsGenericSatelliteImagesProcessed,IsPlanetSatelliteImagesProcessed,RegisterOnGeopardError,FirstRegistrationAttemptDate,LastRegistrationAttemptDate,RegistrationAttemptsCount,IrrigationType,UtcCreatedAt,UtcLastUpdatedAt,UtcLastVisitedByOwnerAt,Origin,FieldUid
6134,4460,2,BREA,"[{""lat"":43.033606853453,""long"":-7.80499755390267},{""lat"":43.033576246831,""long"":-7.80478188747725},{""lat"":43.0335053362072,""long"":-7.80454636692857},{""lat"":43.0335047635505,""long"":-7.80452984362721},{""lat"":43.0333833501937,""long"":-7.80436843561226},{""lat"":43.0332955888641,""long"":-7.80424711317966},{""lat"":43.0332244357225,""long"":-7.80414175475246},{""lat"":43.0331530379894,""long"":-7.80399745440609},{""lat"":43.0331149331719,""long"":-7.8039219627136},{""lat"":43.0330536075298,""long"":-7.8037622578684},{""lat"":43.0330510954456,""long"":-7.80355436715107},{""lat"":43.0330132310421,""long"":-7.80336875212183},{""lat"":43.0330039680895,""long"":-7.80316297122114},{""lat"":43.0329113392741,""long"":-7.80314881562528},{""lat"":43.0327715987266,""long"":-7.80316773588124},{""lat"":43.0326684536472,""long"":-7.80316419982856},{""lat"":43.0324862654763,""long"":-7.80321533191499},{""lat"":43.0323542971244,""long"":-7.80325639544223},{""lat"":43.0322055601177,""long"":-7.80329293106379},{""lat"":43.0320472009426,""long"":-7.80331650995985},{""lat"":43.031879450287,""long"":-7.80334278711631},{""lat"":43.0316980679856,""long"":-7.80335764266894},{""lat"":43.0314867647919,""long"":-7.80332987469595},{""lat"":43.0313399427427,""long"":-7.80340923769109},{""lat"":43.0312136908812,""long"":-7.80353847962295},{""lat"":43.0310417802069,""long"":-7.803667288582},{""lat"":43.0309523365218,""long"":-7.80372453975785},{""lat"":43.0307827854391,""long"":-7.80381518428607},{""lat"":43.0306574844976,""long"":-7.80387677411494},{""lat"":43.0305052488771,""long"":-7.80390325860355},{""lat"":43.0303523859765,""long"":-7.80392985230351},{""lat"":43.0302742465024,""long"":-7.80407661340357},{""lat"":43.030248466232,""long"":-7.80428366894009},{""lat"":43.0302310387838,""long"":-7.80439399193773},{""lat"":43.0301764262212,""long"":-7.80455377004273},{""lat"":43.0301678799064,""long"":-7.80475189112484},{""lat"":43.0301683470335,""long"":-7.80490456645419},{""lat"":43.0301283471797,""long"":-7.80511718998973},{""lat"":43.0301205708181,""long"":-7.80533965592741},{""lat"":43.0301169655001,""long"":-7.80549856628954},{""lat"":43.0301545986657,""long"":-7.80566970502833},{""lat"":43.0301596471476,""long"":-7.80586788092593},{""lat"":43.0301776081682,""long"":-7.80600887392324},{""lat"":43.0302374321334,""long"":-7.80615157420537},{""lat"":43.0302185237686,""long"":-7.80630519810221},{""lat"":43.0302660646411,""long"":-7.80647564420635},{""lat"":43.0303071139041,""long"":-7.80670448244863},{""lat"":43.0303301922231,""long"":-7.80680997598108},{""lat"":43.0303977839544,""long"":-7.80699977373226},{""lat"":43.0304517566448,""long"":-7.80713119641822},{""lat"":43.0304665651742,""long"":-7.80729776469549},{""lat"":43.0305257678156,""long"":-7.80746517287044},{""lat"":43.0305299969867,""long"":-7.80764401823826},{""lat"":43.030697367921,""long"":-7.80766075723067},{""lat"":43.0297995279926,""long"":-7.80836823084184},{""lat"":43.0294141364997,""long"":-7.80827423291673},{""lat"":43.027120587127,""long"":-7.81190255282595},{""lat"":43.027562377375,""long"":-7.81233494328145},{""lat"":43.0278067719803,""long"":-7.8121187480537},{""lat"":43.027947768868,""long"":-7.81164875842815},{""lat"":43.0281545643032,""long"":-7.81133856527529},{""lat"":43.0292449402345,""long"":-7.81084037627221},{""lat"":43.0296679308975,""long"":-7.81117876880261},{""lat"":43.0302131188631,""long"":-7.81035158706165},{""lat"":43.0296397315199,""long"":-7.80959020386826},{""lat"":43.0298935259177,""long"":-7.80913901382774},{""lat"":43.030560911186,""long"":-7.80991919660614},{""lat"":43.0308429049613,""long"":-7.81034218726914},{""lat"":43.0311718976992,""long"":-7.81145136278542},{""lat"":43.0319050815151,""long"":-7.8112539671427},{""lat"":43.031683595251,""long"":-7.80965896806187},{""lat"":43.031808642333,""long"":-7.80965732275025},{""lat"":43.0324784688582,""long"":-7.81069937938455},{""lat"":43.0331403008682,""long"":-7.81009037359777},{""lat"":43.0333432497692,""long"":-7.81162055905062},{""lat"":43.033615843752,""long"":-7.81159235967309},{""lat"":43.0340670337926,""long"":-7.81142316340789},{""lat"":43.0343302279829,""long"":-7.81092497440481},{""lat"":43.0341282668632,""long"":-7.80959095496321},{""lat"":43.0342176344219,""long"":-7.80926397873308},{""lat"":43.0342080023748,""long"":-7.80886715265496},{""lat"":43.0341640874394,""long"":-7.80827752914251},{""lat"":43.0342547993584,""long"":-7.80771878557157},{""lat"":43.0342578835177,""long"":-7.80730164977137},{""lat"":43.0342767195252,""long"":-7.80693897442554},{""lat"":43.0342060702511,""long"":-7.80661617783185},{""lat"":43.0340304109725,""long"":-7.80622326796585},{""lat"":43.0338360071354,""long"":-7.8056597734833},{""lat"":43.033606853453,""long"":-7.80499755390267}]",43.03154,-7.806649,,,28.8462,PARADELA (CASCO URBANO) LUGO,,,,,,,2021-02-11T10:12:11.7530000,2021-12-09T13:54:51.7370000,e4c2de94-6a13-4384-94ed-0b98cabb08b0,False,,c278dfcc-0a21-4719-9c97-d5634baa9de0,1,True,True,,2021-03-03T03:24:24.3500000,2021-12-09T13:49:36.6000000,3,0,1900-01-01T00:00:00.0000000,2021-12-09T13:54:51.7372343,,,242aa9c9-dee9-4371-bc57-da2db13cdadd
6137,4462,19,EXPLOTACIONES AGRICOLAS GABAR,"[{""lat"":37.7924140573464,""long"":-4.71386257631293},{""lat"":37.7909989801872,""long"":-4.71486088417183},{""lat"":37.7910330893951,""long"":-4.71521144767276},{""lat"":37.7911821560149,""long"":-4.71640250472457},{""lat"":37.7913194153778,""long"":-4.71720097048049},{""lat"":37.7913445057989,""long"":-4.71805699661438},{""lat"":37.791403542084,""long"":-4.71841564204634},{""lat"":37.7915175187353,""long"":-4.71870025019712},{""lat"":37.7915611341272,""long"":-4.71905038487093},{""lat"":37.791704627138,""long"":-4.71960374728389},{""lat"":37.7918049888227,""long"":-4.71983694061002},{""lat"":37.7920322785203,""long"":-4.72020296557761},{""lat"":37.7922056726963,""long"":-4.720383077401},{""lat"":37.7924987484637,""long"":-4.72108561408256},{""lat"":37.7927467113379,""long"":-4.72133962981752},{""lat"":37.7930149805236,""long"":-4.7216249045313},{""lat"":37.7932883892459,""long"":-4.72186166950811},{""lat"":37.7934270107557,""long"":-4.72220724745661},{""lat"":37.7937758268044,""long"":-4.72284128934967},{""lat"":37.7939819518356,""long"":-4.72302194819094},{""lat"":37.794079361706,""long"":-4.72306032177625},{""lat"":37.7941590606909,""long"":-4.72301014093392},{""lat"":37.794231365342,""long"":-4.7228267508857},{""lat"":37.7943331345897,""long"":-4.72270075086468},{""lat"":37.7944824281563,""long"":-4.72266574137502},{""lat"":37.7946108341582,""long"":-4.722727377546},{""lat"":37.7946920102511,""long"":-4.72283010449764},{""lat"":37.7947820418134,""long"":-4.72293469921203},{""lat"":37.7948632177182,""long"":-4.72294590578858},{""lat"":37.7949576768406,""long"":-4.72286185646451},{""lat"":37.7950988270252,""long"":-4.72260867392623},{""lat"":37.7952539039741,""long"":-4.72257959699831},{""lat"":37.7952586115008,""long"":-4.72277989942204},{""lat"":37.7951051171595,""long"":-4.72295700827733},{""lat"":37.7949501469112,""long"":-4.72314444848251},{""lat"":37.7949383396541,""long"":-4.72322562337452},{""lat"":37.7950425423554,""long"":-4.72333019797584},{""lat"":37.7961406195292,""long"":-4.72409598070623},{""lat"":37.7965996227579,""long"":-4.72439388886598},{""lat"":37.7969047659062,""long"":-4.72470787601061},{""lat"":37.7974866273474,""long"":-4.72535672056724},{""lat"":37.7978997473053,""long"":-4.72559150249973},{""lat"":37.7983204905019,""long"":-4.72577883495033},{""lat"":37.7985262698808,""long"":-4.72575975591225},{""lat"":37.7987587252534,""long"":-4.7256490628777},{""lat"":37.7989359197485,""long"":-4.7255322902664},{""lat"":37.7993542537793,""long"":-4.72518710394683},{""lat"":37.7997151130719,""long"":-4.72484321758614},{""lat"":37.8000450077105,""long"":-4.72448494230038},{""lat"":37.8005233127868,""long"":-4.72448077055786},{""lat"":37.7999328386096,""long"":-4.72426880546862},{""lat"":37.7995247210525,""long"":-4.7241244508151},{""lat"":37.7991269640817,""long"":-4.72394586605269},{""lat"":37.798847279681,""long"":-4.72375547403325},{""lat"":37.7986044929586,""long"":-4.72354294340691},{""lat"":37.7982281366411,""long"":-4.72319167751059},{""lat"":37.7981101807709,""long"":-4.72293096368652},{""lat"":37.7980393394636,""long"":-4.72264332822193},{""lat"":37.7979434084182,""long"":-4.72245001477658},{""lat"":37.7972984153577,""long"":-4.72180092621538},{""lat"":37.7967804190667,""long"":-4.72122663017072},{""lat"":37.7966652998356,""long"":-4.72095020128267},{""lat"":37.7966356328506,""long"":-4.7207785693573},{""lat"":37.7967271349892,""long"":-4.72050180819005},{""lat"":37.7968215971487,""long"":-4.72026938139834},{""lat"":37.7968095196183,""long"":-4.7200995773537},{""lat"":37.7966312051293,""long"":-4.72031218270504},{""lat"":37.7964734340517,""long"":-4.72046458296584},{""lat"":37.7963087194219,""long"":-4.72048338793182},{""lat"":37.7962182887505,""long"":-4.72032250046782},{""lat"":37.7961989041318,""long"":-4.72022557737472},{""lat"":37.7963055195342,""long"":-4.72019165429214},{""lat"":37.7964120329208,""long"":-4.72014392929252},{""lat"":37.7967302389111,""long"":-4.71980339494985},{""lat"":37.7968120037524,""long"":-4.71966721129037},{""lat"":37.7968223351023,""long"":-4.71949748197072},{""lat"":37.7967367324889,""long"":-4.71870934756469},{""lat"":37.7967319811439,""long"":-4.71834042321399},{""lat"":37.796680648018,""long"":-4.71794039995131},{""lat"":37.7964954216735,""long"":-4.71797877353663},{""lat"":37.796477710788,""long"":-4.71779576105283},{""lat"":37.7966474401077,""long"":-4.71776329109603},{""lat"":37.7961601348946,""long"":-4.71439201870897},{""lat"":37.7950195145461,""long"":-4.71441445782397},{""lat"":37.794571576733,""long"":-4.71424768031857},{""lat"":37.7941236389198,""long"":-4.71404548104212},{""lat"":37.7938838040116,""long"":-4.71402039062095},{""lat"":37.79341721136,""long"":-4.71399463402728},{""lat"":37.7928041779479,""long"":-4.71393773982182},{""lat"":37.7924140573464,""long"":-4.71386257631293}]",37.79555,-4.720966,,,49.2316,EL CARPIO CORDOBA,,,,,,,2021-02-11T10:12:16.9330000,2021-03-03T05:10:46.6700000,593be3e8-4aac-4fe4-9a27-951ff7a6468c,True,2021-12-06T11:30:34.3900000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:31.9430000,2021-03-03T05:10:46.6700000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,b4ad3e8c-1cde-4f28-adb9-fc4d444f3f58
6138,4463,19,PEDRO LAGUNA,"[{""lat"":37.8040970005572,""long"":-4.66953509676177},{""lat"":37.8048142314461,""long"":-4.66418494202284},{""lat"":37.8053570007675,""long"":-4.66081201838308},{""lat"":37.7950249990434,""long"":-4.66492155753037},{""lat"":37.7949668451875,""long"":-4.6664529424013},{""lat"":37.7949862298061,""long"":-4.66672432706197},{""lat"":37.8040970005572,""long"":-4.66953509676177}]",37.79987,-4.665439,,,49.4641,CORDOBA CORDOBA,,,,,,,2021-02-11T10:12:18.6200000,2021-03-03T05:10:49.1730000,4cbc13af-1c55-4d01-bc95-406145c40e83,True,2021-12-06T11:30:37.3970000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:34.6730000,2021-03-03T05:10:49.1730000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,49034bcf-f0db-47a4-a1b9-23d572a17f0b
6139,4464,19,HNOS SILLERO,"[{""lat"":37.8372375858439,""long"":-4.54720790897895},{""lat"":37.837276869509,""long"":-4.54627295775055},{""lat"":37.837224819189,""long"":-4.54604336263596},{""lat"":37.8371270598488,""long"":-4.54580630889899},{""lat"":37.8368918895914,""long"":-4.5455029979154},{""lat"":37.8367279180865,""long"":-4.54527243146571},{""lat"":37.8364833394748,""long"":-4.5448980294735},{""lat"":37.8363313089497,""long"":-4.54467371882233},{""lat"":37.8361533566883,""long"":-4.54445805242484},{""lat"":37.8359514151404,""long"":-4.54421278100043},{""lat"":37.8356829568486,""long"":-4.54396053151108},{""lat"":37.8353592873231,""long"":-4.54367687746684},{""lat"":37.8350599310014,""long"":-4.5434631238835},{""lat"":37.8347438593521,""long"":-4.54328887925632},{""lat"":37.83434573064,""long"":-4.54309943887677},{""lat"":37.8342889998312,""long"":-4.54494319016436},{""lat"":37.8342441705664,""long"":-4.54507873433277},{""lat"":37.8340006118431,""long"":-4.54520444206095},{""lat"":37.833922044513,""long"":-4.54534586325517},{""lat"":37.833922044513,""long"":-4.54544800078432},{""lat"":37.8340529591443,""long"":-4.54558749006486},{""lat"":37.8342540496007,""long"":-4.54573336928761},{""lat"":37.834410059325,""long"":-4.54588836596179},{""lat"":37.834473881485,""long"":-4.54606463668928},{""lat"":37.834448555231,""long"":-4.5463199253291},{""lat"":37.8342950781321,""long"":-4.54650126130739},{""lat"":37.8341750316884,""long"":-4.54659040972129},{""lat"":37.8340813245488,""long"":-4.54666841458346},{""lat"":37.8340833506491,""long"":-4.546761615198},{""lat"":37.8341410945081,""long"":-4.54703716484098},{""lat"":37.8341420330373,""long"":-4.5471764820469},{""lat"":37.8340634657072,""long"":-4.54732575997412},{""lat"":37.8340006118431,""long"":-4.5474436109693},{""lat"":37.8339486149781,""long"":-4.54756597702346},{""lat"":37.833937757979,""long"":-4.54778930722182},{""lat"":37.8339202495737,""long"":-4.54791041407719},{""lat"":37.8338591906489,""long"":-4.54807214961024},{""lat"":37.8337963367848,""long"":-4.54822928427047},{""lat"":37.8336470588576,""long"":-4.5484492727948},{""lat"":37.8335842049935,""long"":-4.54853569685793},{""lat"":37.8334745075041,""long"":-4.54877859806261},{""lat"":37.8333691502877,""long"":-4.5491696354236},{""lat"":37.8333539545353,""long"":-4.54947760267164},{""lat"":37.833269935673,""long"":-4.54986544892017},{""lat"":37.8331835116099,""long"":-4.55039970676497},{""lat"":37.8329953347794,""long"":-4.5507935548269},{""lat"":37.8330074913813,""long"":-4.55105086956704},{""lat"":37.8331128010128,""long"":-4.55113038293506},{""lat"":37.8335869560717,""long"":-4.55124537519738},{""lat"":37.8336549155906,""long"":-4.55157821671673},{""lat"":37.8337806233188,""long"":-4.55186891583816},{""lat"":37.8338513339159,""long"":-4.55197105336731},{""lat"":37.8340863897995,""long"":-4.55213179408564},{""lat"":37.8343001433829,""long"":-4.55261805816149},{""lat"":37.8345112994889,""long"":-4.55267030260536},{""lat"":37.8346762908821,""long"":-4.55259173527524},{""lat"":37.8347234312802,""long"":-4.55237174675091},{""lat"":37.8349041361394,""long"":-4.55173535137696},{""lat"":37.8351212205359,""long"":-4.55120181404058},{""lat"":37.8353020499891,""long"":-4.55101237366103},{""lat"":37.8355248180474,""long"":-4.55091825114374},{""lat"":37.8356583825086,""long"":-4.55091039441073},{""lat"":37.8357376615571,""long"":-4.55088675544144},{""lat"":37.8358850603551,""long"":-4.55075809807137},{""lat"":37.8361687143993,""long"":-4.55043189592049},{""lat"":37.8363804418823,""long"":-4.55029817329963},{""lat"":37.8365070731521,""long"":-4.55013405917403},{""lat"":37.8365952085158,""long"":-4.54992840999196},{""lat"":37.8366742264282,""long"":-4.54949482452433},{""lat"":37.8368028837982,""long"":-4.54906022600654},{""lat"":37.8370411675186,""long"":-4.54808982725952},{""lat"":37.8370647377177,""long"":-4.54761842327881},{""lat"":37.8372375858439,""long"":-4.54720790897895}]",37.83484,-4.548079,,,22.422,FERNAN NU„EZ CORDOBA,,,,,,,2021-02-11T10:12:21.0270000,2021-03-03T05:10:51.9530000,363d7438-f4c3-4197-92b6-7459ea30cc50,True,2021-12-06T11:30:37.9330000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:37.3800000,2021-03-03T05:10:51.9530000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,3d88588a-3b9b-4057-b499-4bc2e1536060
6140,4465,19,EUROTECNICA AGRARIA (FINCA ARROYUELAS),"[{""lat"":37.4537263087886,""long"":-5.53903563205659},{""lat"":37.4566248850594,""long"":-5.53216351083198},{""lat"":37.4556650915922,""long"":-5.53070462476195},{""lat"":37.4549932361653,""long"":-5.5297832230335},{""lat"":37.4547244939945,""long"":-5.52938010977731},{""lat"":37.4545709270397,""long"":-5.52715338893358},{""lat"":37.4543789683463,""long"":-5.52619359546646},{""lat"":37.4540142468288,""long"":-5.52527219373802},{""lat"":37.4537263087886,""long"":-5.52419722505484},{""lat"":37.4535919377032,""long"":-5.52321823571837},{""lat"":37.4542062055222,""long"":-5.52206648355782},{""lat"":37.4542637931302,""long"":-5.52124106117609},{""lat"":37.4543213807383,""long"":-5.52020448423159},{""lat"":37.4542062055222,""long"":-5.51914871141776},{""lat"":37.4541486179142,""long"":-5.51847685599077},{""lat"":37.4541486179142,""long"":-5.51770902121707},{""lat"":37.4513076292515,""long"":-5.52506103917525},{""lat"":37.4492152794932,""long"":-5.53116532562617},{""lat"":37.4486394034129,""long"":-5.53264340756554},{""lat"":37.448984929061,""long"":-5.53433264406768},{""lat"":37.4491384960158,""long"":-5.53571474666034},{""lat"":37.4492728671012,""long"":-5.53757674598656},{""lat"":37.4494840216639,""long"":-5.5400338172624},{""lat"":37.4500407018749,""long"":-5.54227973397548},{""lat"":37.4505973820858,""long"":-5.54091682725216},{""lat"":37.4513652168595,""long"":-5.5403025594332},{""lat"":37.451614763161,""long"":-5.53989944617701},{""lat"":37.4513844127289,""long"":-5.53949633292081},{""lat"":37.4519027012011,""long"":-5.53878608575514},{""lat"":37.4525169690201,""long"":-5.53840216836829},{""lat"":37.4537263087886,""long"":-5.53903563205659}]",37.45256,-5.530752,,,88.1824,CARMONA SEVILLA,,,,,,,2021-02-11T10:12:22.9000000,2021-03-03T05:10:54.5970000,f613a326-aabc-47e9-9cc2-654f82695824,True,2021-12-06T11:30:37.1930000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:40.1170000,2021-03-03T05:10:54.5970000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,845dc7ae-6782-497c-be56-e29af60e68b5
6145,4468,19,JOSE SAGREDO,"[{""lat"":42.5221970315617,""long"":-3.29263941329631},{""lat"":42.5220555582234,""long"":-3.29281232515415},{""lat"":42.5219402836516,""long"":-3.29292759972604},{""lat"":42.5217673717937,""long"":-3.29302715503813},{""lat"":42.5215106238836,""long"":-3.29314766936329},{""lat"":42.5212648545041,""long"":-3.29333148542729},{""lat"":42.5214844251172,""long"":-3.29351969184531},{""lat"":42.5218564475993,""long"":-3.29384455654792},{""lat"":42.5220607979767,""long"":-3.29386027580772},{""lat"":42.522495697498,""long"":-3.29383407704138},{""lat"":42.5227210068885,""long"":-3.29381311802831},{""lat"":42.5230144330715,""long"":-3.29368736394988},{""lat"":42.5240728632316,""long"":-3.29381311802831},{""lat"":42.5245053167409,""long"":-3.29391761554765},{""lat"":42.524711857831,""long"":-3.29397901965549},{""lat"":42.5250356249451,""long"":-3.29399018403874},{""lat"":42.5254766180833,""long"":-3.29401251280523},{""lat"":42.5252449571309,""long"":-3.29382830048169},{""lat"":42.5230511558233,""long"":-3.29138330055105},{""lat"":42.522967422949,""long"":-3.29135538959294},{""lat"":42.5227210068885,""long"":-3.29169101795482},{""lat"":42.5221970315617,""long"":-3.29263941329631}]",42.52296,-3.293258,,,4.5542,BRIVIESCA BURGOS,,,,,,,2021-02-11T10:12:31.9770000,2021-03-03T05:11:07.6870000,defb6ff6-6338-4068-9577-93b642fd6ceb,True,2021-12-06T11:30:38.4670000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:53.3600000,2021-03-03T05:11:07.6870000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,d367dfef-40f3-4318-a99b-b060140d4216
6146,4468,19,JOSE SAGREDO 2,"[{""lat"":42.5238832534251,""long"":-3.28321785955222},{""lat"":42.5240255993115,""long"":-3.28311179791139},{""lat"":42.5241986472518,""long"":-3.28307272257004},{""lat"":42.5244219349167,""long"":-3.28310063352815},{""lat"":42.5247401198392,""long"":-3.2830392294203},{""lat"":42.5256723458401,""long"":-3.28267638696484},{""lat"":42.5260575170621,""long"":-3.28249775683292},{""lat"":42.5257309588522,""long"":-3.28167717466442},{""lat"":42.525245308181,""long"":-3.28063888702265},{""lat"":42.5250276027077,""long"":-3.28068354455563},{""lat"":42.5247764040847,""long"":-3.28066679798076},{""lat"":42.5244805479287,""long"":-3.28061655825616},{""lat"":42.52410654109,""long"":-3.28049933223209},{""lat"":42.5239781506827,""long"":-3.28047142127397},{""lat"":42.5238497602754,""long"":-3.28050491442371},{""lat"":42.5236208904189,""long"":-3.28073378428023},{""lat"":42.5234869178199,""long"":-3.2808510103043},{""lat"":42.5232747945383,""long"":-3.2812975856341},{""lat"":42.5232971233048,""long"":-3.28159344179009},{""lat"":42.5229901027655,""long"":-3.28178323630525},{""lat"":42.5229063698912,""long"":-3.28187255137121},{""lat"":42.5228728767415,""long"":-3.28201768835339},{""lat"":42.5227500685258,""long"":-3.28253683217428},{""lat"":42.5227779794839,""long"":-3.28269871573133},{""lat"":42.5228561301666,""long"":-3.28294991435434},{""lat"":42.5228493142758,""long"":-3.28344528974739},{""lat"":42.5225955930063,""long"":-3.28371707227611},{""lat"":42.5224542123698,""long"":-3.284256147194},{""lat"":42.522554691819,""long"":-3.28454083896674},{""lat"":42.5226495890766,""long"":-3.28420590746939},{""lat"":42.5229789383823,""long"":-3.2839826198045},{""lat"":42.5232301370053,""long"":-3.28388214035529},{""lat"":42.5234310959037,""long"":-3.28360861296579},{""lat"":42.5238832534251,""long"":-3.28321785955222}]",42.52375,-3.282317,,,6.4481,BRIVIESCA BURGOS,,,,,,,2021-02-11T10:12:33.1970000,2021-03-03T05:11:10.1370000,029c830c-fd58-47d6-a859-1af2d810bd2d,True,2021-12-06T11:30:37.4500000,,3,False,False,Variable 'input' has coerced Null value for NonNull type 'ID!',2021-03-03T03:24:56.0500000,2021-03-03T05:11:10.1370000,2,0,1900-01-01T00:00:00.0000000,1900-01-01T00:00:00.0000000,,,fdb397a5-2dac-47c3-8fad-54310387e7a2
